conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,1277639684600942593,Mon Jun 29 16:26:52 +0000 2020,13,️‍LGBTQ+BLM️‍ https://t.co/xUwHdhhaoe,1277639684600942593.1,https://pbs.twimg.com/media/EbsWgYOU0AAhzsd.jpg,Unnamed: 6,in,Unnamed: 8,0,0.1,3,https://x.com/Brijangless22/status/1277639684600942593,105669019,Brijangless22,1475853269398433797,Tue Dec 28 15:36:54 +0000 2021,112,ocs lgbtq+ https://t.co/p1AVBwgJTX,1475853269398433797.1,https://pbs.twimg.com/media/FHtIBYDXEA0ykw8.jpg,"Porto Alegre, Brazil",2,10,https://x.com/itsyiren/status/1475853269398433797,285268191,itsyiren,1541557997138284546,Mon Jun 27 23:04:01 +0000 2022,8,LGBTQ Gecko Sweater https://t.co/zz7UkqWV6N,1541557997138284546.1,https://pbs.twimg.com/media/FWS20-2X0AAl84k.jpg,"Chicago, IL",1,https://x.com/joppenflopper/status/1541557997138284546,24441721,joppenflopper
,,,,,,,,,,,,,,,1.2771447151675556e+18,Sun Jun 28 07:40:02 +0000 2020,0.0,gimana gimana? lo ga dukung/respect lgbtq+ tapi pake sticker pride? bro? lo waras?,1.2771447151675556e+18,,,in,,0.0,2.0,0.0,https://x.com/shineforjeongin/status/1277144715167555584,756676406.0,shineforjeongin,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2771728867514614e+18,Sun Jun 28 09:31:59 +0000 2020,0.0,Lagian anti lgbtq tp masih pake app yg mendukung penuh hak lgbtq. Udh pinter kan? Uninstall dong semuanya. Balik lg kejaman bahelaak. Sikat gigi pake kayu juga sana. Unilever jelas pro lgbtq loh!,1.2771728867514614e+18,,,in,"Kota Yogyakarta, Yogyakarta",0.0,0.0,0.0,https://x.com/tatarifita/status/1277172886751461376,179478540.0,tatarifita,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2772079564848374e+18,Sun Jun 28 11:51:20 +0000 2020,0.0,jadi lgbtq aja pride jadi PNS baru pride,1.2772079564848374e+18,,,in,,0.0,0.0,0.0,https://x.com/svckids/status/1277207956484837376,7.697914265068216e+17,svckids,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2772752979690824e+18,Sun Jun 28 16:18:56 +0000 2020,1.0,Itu yg protest soal unilever dukung LGBTQ tapi ngedumelnya di instagram masaknya pake royco &amp; sabunan pake dove,1.2772752979690824e+18,,,in,,0.0,0.0,0.0,https://x.com/mbragastio/status/1277275297969082369,148723378.0,mbragastio,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2771913156676037e+18,Sun Jun 28 10:45:13 +0000 2020,1.0,gue saking seringnya share ttg lgbtq+ ampe disangka lesbian sm temen sendiri wkwkwkwkwk bodoamat dah wlekkkk,1.2771913156676037e+18,,,in,,0.0,2.0,0.0,https://x.com/tiesfaye/status/1277191315667603457,1.025361695454126e+18,tiesfaye,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2773875493678735e+18,Sun Jun 28 23:44:59 +0000 2020,1.0,Ini yang kemaren dibahas bareng di grup ghibah. Rame-rame boikot produk perusahaan yang support LGBTQ kayak ngaruh aja. Perusahaan mana yang kagak? Teriak kayak gitu lewat Twitter Instagram Facebook? Pffttt.. ,1.2773875493678735e+18,,,in,BSD dan sekitarnya,1.0,2.0,0.0,https://x.com/danirachmat/status/1277387549367873536,79483723.0,danirachmat,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.277282202586239e+18,Sun Jun 28 16:46:22 +0000 2020,3.0,Pada heboh bgt sama sticker lgbtq+ di platform sebelah. Se merugikan itu kah buat kalian?,1.277282202586239e+18,,,in,District 9,0.0,0.0,1.0,https://x.com/Spritelemonades/status/1277282202586238977,1.061721517766017e+18,Spritelemonades,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2772873177664676e+18,Sun Jun 28 17:06:42 +0000 2020,3.0,Permisi teman-teman minta waktunya sebentar untuk diluangkan. Disini saya akan melakukan sebuah survei kecil walaupun kecil jika teman teman melihat twitt ini tolong di pilih ya. Disini saya akan menanyakan tentang penting atau tidak kah LGBTQ dilegalkan di Indonesia.,1.2772873177664676e+18,,,in,"Houston, TX",0.0,1.0,1.0,https://x.com/sipalingbassman/status/1277287317766467585,2897153780.0,sipalingbassman,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.2772995716143473e+18,Sun Jun 28 17:55:23 +0000 2020,1.0,sekarang banyak banget masyarakat dari berbagai golongan yang support lgbtq+ sampai lupa bahwa kita semua butuh support finansial dari pemerintah,1.2772995716143473e+18,,,in,ava gandum,0.0,1.0,0.0,https://x.com/CHAOTICSUMMER/status/1277299571614347264,9.713361488018924e+17,CHAOTICSUMMER,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1.277148466267865e+18,Sun Jun 28 07:54:57 +0000 2020,1.0,Klo mnurut gw mh gini Lo ttep pke produk mreka tp lo gk dukung LGBTQ+. Hsl dr pnjualan produk mreka mreka donasikan sbagian buat dukung LGBTQ+. Ya ttep aja si mreka yg dpt dosa krna mndukung ssuatu yg diharamkan oleh agama. Lu pke produk mreka kn krna kbutuhan Eh ya gk si..?,1.277148466267865e+18,,,in,Indonesia,0.0,0.0,0.0,https://x.com/peuyeumpuan_/status/1277148466267865088,3311126479.0,peuyeumpuan_,,,,,,,,,,,,,,,,,,,,,,,
